timestamp,sm_AURO,sm_BEAR,sm_CAST,sm_CLA2,sm_CLAY,sm_FLET,sm_NCAT,sm_NEWL,sm_OXFO,sm_PLYM,sm_REID,sm_SALI,sm_SPIN,sm_SPRU,sm_WINE,temp10_SPRU,anomaly,station
2021-01-01 00:42:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.5,1,BEAR
2021-01-01 00:43:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 00:44:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 00:45:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:46:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:47:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:48:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 00:49:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:50:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:51:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:52:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:53:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 00:54:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.23,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:55:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.23,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:56:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.23,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 00:57:00,,0.205,0.237,0.308,,0.508,0.499,0.625,,0.23,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 00:58:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.23,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 00:59:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.23,0.252,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:00:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.23,0.252,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:01:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.23,0.252,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:02:00,,0.205,0.237,0.308,,0.508,0.5,0.628,,0.23,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:03:00,,0.205,0.237,0.308,,0.508,0.5,0.63,,0.23,0.252,0.511,,0.25,,13.61,1,BEAR
2021-01-01 01:04:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:05:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:06:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:07:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:08:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:09:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:10:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:11:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:12:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:13:00,,0.205,0.237,0.308,,0.508,0.5,0.627,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:14:00,,0.205,0.237,0.308,,0.508,0.5,0.627,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:15:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:16:00,,0.205,0.237,0.308,,0.508,0.5,0.627,,0.229,0.252,0.511,,0.25,,13.53,1,BEAR
2021-01-01 01:17:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:18:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:19:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:20:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:21:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:22:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:23:00,,0.205,0.237,0.308,,0.508,0.5,0.627,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:24:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:25:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:26:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:27:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:28:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:29:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 01:30:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:31:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:32:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.52,1,BEAR
2021-01-01 01:33:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:34:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:35:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:36:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:37:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:38:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:39:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:40:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:41:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.252,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:42:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:43:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:44:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:45:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.252,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:46:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:47:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:48:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:49:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:50:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 01:51:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:52:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:53:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:54:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:55:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:56:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 01:57:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.51,1,BEAR
2021-01-01 01:58:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 01:59:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:00:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:01:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:02:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:03:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:04:00,,0.205,0.237,0.308,,0.508,0.5,0.626,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:05:00,,0.205,0.237,0.308,,0.508,0.5,0.625,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:06:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:07:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:08:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:09:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:10:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:11:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:12:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:13:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:14:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:15:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.5,1,BEAR
2021-01-01 02:16:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.45,1,BEAR
2021-01-01 02:17:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:18:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:19:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:20:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:21:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:22:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:23:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:24:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:25:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:26:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:27:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:28:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:29:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:30:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:31:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:32:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:33:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.229,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:34:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:35:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:36:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:37:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:38:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:39:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:40:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:41:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:42:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:43:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:44:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.49,1,BEAR
2021-01-01 02:45:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:46:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:47:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:48:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:49:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BAHA
2021-01-01 02:50:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.249,,13.48,1,BEAR
2021-01-01 02:51:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:52:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:53:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.46,1,BEAR
2021-01-01 02:54:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:55:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:56:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 02:57:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 02:58:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.249,,13.48,1,BEAR
2021-01-01 02:59:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:00:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:01:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:02:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:03:00,,0.205,0.237,0.308,,0.508,0.5,0.624,,0.228,0.251,0.511,,0.25,,13.56,1,BEAR
2021-01-01 03:04:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.46,1,BEAR
2021-01-01 03:05:00,,0.205,0.237,0.308,,0.508,0.5,0.622,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:06:00,,0.205,0.237,0.308,,0.508,0.5,0.622,,0.228,0.251,0.511,,0.249,,13.48,1,BEAR
2021-01-01 03:07:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 03:08:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.249,,13.46,1,BEAR
2021-01-01 03:09:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:10:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:11:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:12:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:13:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 03:14:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.46,1,BEAR
2021-01-01 03:15:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 03:16:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
2021-01-01 03:17:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.48,1,BEAR
2021-01-01 03:18:00,,0.205,0.237,0.308,,0.508,0.5,0.623,,0.228,0.251,0.511,,0.25,,13.47,1,BEAR
